code,category,detail,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5080,Consumer,Div,"4,103","4,103",41,41,41,"5,747","6,153","5,743","5,747","5,746"
5080,Consumer,Div Payout,17.53 %,13.88 %,0.37 %,0.28 %,0.31 %,16.92 %,11.93 %,13.94 %,17.68 %,20.20 %
5080,Consumer,NOSH,"410,352","410,352","410,185","410,690","410,754","410,523","410,256","410,226","410,558","410,446"
5080,Consumer,NP Margin,2.33 %,3.37 %,1.42 %,1.80 %,1.67 %,3.48 %,6.21 %,5.95 %,5.79 %,5.25 %
5080,Consumer,ROE,4.46 %,5.81 %,2.36 %,3.15 %,2.97 %,7.66 %,13.23 %,11.96 %,10.42 %,10.04 %
5080,Consumer,EPS,5.70,7.21,2.69,3.53,3.24,8.28,12.57,10.04,7.92,6.93
5080,Consumer,EPS GR,  -20.94%  ,  168.03%  ,  -23.80%  ,  8.95%  ,  -60.87%  ,  -34.13%  ,  25.20%  ,  26.77%  ,  14.29%  ,  -  
5080,Consumer,DPS,1.00,1.00,0.01,0.01,0.01,1.40,1.50,1.40,1.40,1.40
5080,Consumer,Price,0.5100,0.5000,0.5000,0.4700,0.4800,0.4700,0.4800,0.4400,0.4000,0.4000
5080,Consumer,P/E,8.94,6.94,18.59,13.33,14.81,5.68,3.82,4.38,5.05,5.77
5080,Consumer,DY,1.96,2.00,0.02,0.02,0.02,2.98,3.13,3.18,3.50,3.50
7134,Consumer,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
7134,Consumer,NP,"14,362","16,592","12,912","6,061","11,660","5,328",195,"4,669",163,111
7134,Consumer,Div,"7,756","3,370","5,360","4,268","4,725",-,-,-,-,-
7134,Consumer,Div Payout,54.01 %,20.31 %,41.52 %,70.42 %,40.53 %,- %,- %,- %,- %,- %
7134,Consumer,NOSH,"172,362","168,505","153,167","71,138","59,073","59,716","59,062","59,764","61,923","61,666"
7134,Consumer,NP Margin,3.69 %,4.69 %,3.96 %,2.12 %,4.17 %,2.06 %,0.09 %,1.77 %,0.04 %,0.03 %
7134,Consumer,ROE,4.73 %,5.59 %,5.90 %,2.96 %,5.25 %,2.56 %,0.10 %,3.58 %,0.13 %,0.09 %
7134,Consumer,EPS,8.34,10.81,8.43,8.52,16.45,8.93,0.33,7.81,0.27,0.18
7134,Consumer,EPS GR,  -22.85%  ,  28.23%  ,  -1.06%  ,  -48.21%  ,  84.21%  ,"  2,606.06%  ",  -95.77%  ,"  2,792.59%  ",  50.00%  ,  -  
7134,Consumer,DPS,4.50,2.00,3.50,6.00,8.00,0.00,0.00,0.00,0.00,0.00
7134,Consumer,Price,0.7450,1.0100,0.7250,1.2500,1.4800,0.8400,0.4200,0.4900,0.5100,0.4900
7134,Consumer,P/E,8.94,10.26,8.60,14.67,7.50,9.41,127.21,6.27,193.75,272.22
7134,Consumer,DY,6.04,1.98,4.83,4.80,5.41,0.00,0.00,0.00,0.00,0.00
3514,Consumer,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
3514,Consumer,NP,"14,111","14,157","17,316","19,919","18,056","15,041","14,871","13,721","8,677","5,388"
3514,Consumer,Div,"3,162","5,271","5,271","7,380","2,042","19,386","10,148","10,550",-,-
3514,Consumer,Div Payout,22.41 %,37.24 %,30.44 %,37.05 %,11.31 %,128.89 %,68.24 %,76.89 %,- %,- %
3514,Consumer,NOSH,"1,054,307","1,054,307","1,054,307","1,054,307","1,021,180","807,759","724,874","717,692","711,229","709,862"
3514,Consumer,NP Margin,9.39 %,9.19 %,9.59 %,11.78 %,11.89 %,12.62 %,12.94 %,10.71 %,7.90 %,5.79 %
3514,Consumer,ROE,7.44 %,7.90 %,10.27 %,12.60 %,12.63 %,13.30 %,14.65 %,14.71 %,9.38 %,6.33 %
3514,Consumer,EPS,1.34,1.34,1.64,1.89,1.77,1.86,2.04,1.92,1.22,0.76
3514,Consumer,EPS GR,  0.00%  ,  -18.29%  ,  -13.23%  ,  6.78%  ,  -4.84%  ,  -8.82%  ,  6.25%  ,  57.38%  ,  60.53%  ,  -  
3514,Consumer,DPS,0.30,0.50,0.50,0.70,0.20,2.40,1.40,1.47,0.00,0.00
3514,Consumer,Price,0.1200,0.1400,0.1500,0.1550,0.1600,0.1500,0.1400,0.1700,0.1400,0.1200
3514,Consumer,P/E,8.97,10.43,9.13,8.20,9.05,8.06,6.82,8.89,11.48,15.81
3514,Consumer,DY,2.50,3.57,3.33,4.52,1.25,16.00,10.00,8.65,0.00,0.00
0186,Consumer,Year End,31/12/18,31/12/17,31/12/16,31/12/15, - ,,,,,
0186,Consumer,NP,"35,692","28,831","21,567","19,082", - ,,,,,
0186,Consumer,Div,"13,199","8,801","4,106","2,900", - ,,,,,
0186,Consumer,Div Payout,36.98 %,30.53 %,19.04 %,15.20 %, -  %,,,,,
0186,Consumer,NOSH,"1,389,413","1,257,337","855,521","580,000", - ,,,,,
0186,Consumer,NP Margin,31.40 %,27.18 %,24.09 %,25.89 %, -  %,,,,,
0186,Consumer,ROE,12.06 %,13.15 %,14.36 %,18.41 %, -  %,,,,,
0186,Consumer,EPS,2.69,2.29,2.23,3.29, - ,,,,,
0186,Consumer,EPS GR,  17.47%  ,  2.69%  ,  -32.22%  ,  -  ,  -  ,,,,,
0186,Consumer,DPS,0.95,0.70,0.48,0.50, - ,,,,,
0186,Consumer,Price,0.2350,0.2800,0.1600,0.0000, - ,,,,,
0186,Consumer,P/E,9.15,12.21,6.35,0.00, - ,,,,,
0186,Consumer,DY,4.04,2.50,3.00,0.00, - ,,,,,
9423,Consumer,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
9423,Consumer,NP,"6,575","6,445","6,967","2,898",135,-347,"-7,577","-1,796","-1,450",108
9423,Consumer,Div,"1,894","1,262","1,473",-,-,-,-,-,-,-
9423,Consumer,Div Payout,28.81 %,19.59 %,21.15 %,- %,- %,- %,- %,- %,- %,- %
9423,Consumer,NOSH,"126,290","84,193","42,096","42,122","42,187","42,289","42,091","42,076","42,132","41,538"
9423,Consumer,NP Margin,6.24 %,6.40 %,7.54 %,3.04 %,0.15 %,-0.40 %,-9.30 %,-2.09 %,-1.32 %,0.03 %
9423,Consumer,ROE,8.01 %,11.43 %,13.68 %,6.43 %,0.32 %,-0.82 %,-17.82 %,-4.03 %,-3.05 %,0.22 %
9423,Consumer,EPS,5.64,7.66,16.55,6.88,0.32,-0.82,-17.91,-4.27,-3.44,0.26
9423,Consumer,EPS GR,  -26.37%  ,  -53.72%  ,  140.55%  ,"  2,050.00%  ",  139.02%  ,  95.42%  ,  -319.44%  ,  -24.13%  ,"  -1,423.08%  ",  -  
9423,Consumer,DPS,1.50,1.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9423,Consumer,Price,0.4800,1.4000,1.2000,0.4700,0.4400,0.3900,0.4100,0.3900,0.4700,0.3500
9423,Consumer,P/E,9.22,18.29,7.25,6.83,137.50,-47.53,-2.28,-9.14,-13.66,134.62
9423,Consumer,DY,3.13,1.07,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5584,Consumer,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5584,Consumer,NP,"37,471","39,388","44,487","31,912","27,014","33,545","22,027","19,301","24,433","20,147"
5584,Consumer,Div,"7,664","8,575","8,418","6,375","5,388","5,307","4,387","4,390","4,388","3,135"
5584,Consumer,Div Payout,20.45 %,21.77 %,18.92 %,19.98 %,19.95 %,15.82 %,19.92 %,22.75 %,17.96 %,15.56 %
5584,Consumer,NOSH,"191,604","190,556","187,077","182,146","179,607","176,925","175,513","175,623","175,524","62,704"
5584,Consumer,NP Margin,3.34 %,3.64 %,4.21 %,3.99 %,3.91 %,5.10 %,3.15 %,2.51 %,3.22 %,2.87 %
5584,Consumer,ROE,5.94 %,6.50 %,7.77 %,6.16 %,7.71 %,10.44 %,7.62 %,7.15 %,9.65 %,9.31 %
5584,Consumer,EPS,19.56,20.67,23.78,17.52,15.04,18.96,12.55,10.99,13.92,32.13
5584,Consumer,EPS GR,  -5.37%  ,  -13.08%  ,  35.73%  ,  16.49%  ,  -20.68%  ,  51.08%  ,  14.19%  ,  -21.05%  ,  -56.68%  ,  -  
5584,Consumer,DPS,4.00,4.50,4.50,3.50,3.00,3.00,2.50,2.50,2.50,5.00
5584,Consumer,Price,1.8300,2.1800,2.3600,2.1200,1.4000,1.2600,0.8500,0.8400,0.9200,0.6900
5584,Consumer,P/E,9.36,10.55,9.92,12.10,9.31,6.65,6.77,7.64,6.61,2.15
5584,Consumer,DY,2.19,2.06,1.91,1.65,2.14,2.38,2.94,2.98,2.72,7.25
1619,Consumer,Year End,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,31/03/09
1619,Consumer,NP,"498,441","-456,643","-992,763","300,287","462,169","575,305","1,596,920","472,468","472,298","660,507"
1619,Consumer,Div,"57,997","19,332","38,663","116,015","115,994","115,994","115,994","115,990","77,330","220,540"
1619,Consumer,Div Payout,11.64 %,- %,- %,38.63 %,25.10 %,20.16 %,7.26 %,24.55 %,16.37 %,33.39 %
1619,Consumer,NOSH,"1,933,237","1,933,237","1,933,151","1,933,593","1,933,237","1,933,237","1,933,237","1,933,175","1,933,270","1,393,180"
1619,Consumer,NP Margin,2.31 %,-2.19 %,-7.16 %,2.81 %,4.58 %,5.32 %,24.35 %,8.38 %,8.60 %,11.89 %
1619,Consumer,ROE,7.41 %,-7.52 %,-15.19 %,3.96 %,6.32 %,8.11 %,24.37 %,9.47 %,10.31 %,22.05 %
1619,Consumer,EPS,25.78,-23.62,-51.35,15.53,23.91,29.76,82.60,24.44,24.43,47.41
1619,Consumer,EPS GR,  209.14%  ,  54.00%  ,  -430.65%  ,  -35.05%  ,  -19.66%  ,  -63.97%  ,  237.97%  ,  0.04%  ,  -48.47%  ,  -  
1619,Consumer,DPS,3.00,1.00,2.00,6.00,6.00,6.00,6.00,6.00,4.00,15.83
1619,Consumer,Price,2.4400,1.4000,1.0200,1.9700,2.4700,2.5300,2.5200,2.3000,1.1600,0.6900
1619,Consumer,P/E,9.46,-5.93,-1.99,12.69,10.33,8.50,3.05,9.41,4.75,1.46
1619,Consumer,DY,1.23,0.71,1.96,3.05,2.43,2.37,2.38,2.61,3.45,22.94
7252,Consumer,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/03/11,31/03/10
7252,Consumer,NP,"30,363","3,454","23,549","40,993","48,620","23,424",803,"17,262","22,106","15,157"
7252,Consumer,Div,"8,992",-,"4,496","7,494","20,000","5,000",-,"3,500","4,501","3,199"
7252,Consumer,Div Payout,29.62 %,- %,19.10 %,18.28 %,41.14 %,21.35 %,- %,20.28 %,20.36 %,21.11 %
7252,Consumer,NOSH,"299,733","299,792","299,792","299,792","200,000","200,034","200,749","200,023","200,063","199,947"
7252,Consumer,NP Margin,6.19 %,0.81 %,5.43 %,9.95 %,12.81 %,7.07 %,0.29 %,6.41 %,10.65 %,9.02 %
7252,Consumer,ROE,10.89 %,1.36 %,9.35 %,20.72 %,30.77 %,17.74 %,0.71 %,15.14 %,22.20 %,18.95 %
7252,Consumer,EPS,10.13,1.15,7.86,14.04,24.31,11.71,0.40,8.63,11.05,7.58
7252,Consumer,EPS GR,  780.87%  ,  -85.37%  ,  -44.02%  ,  -42.25%  ,  107.60%  ,"  2,827.50%  ",  -95.37%  ,  -21.90%  ,  45.78%  ,  -  
7252,Consumer,DPS,3.00,0.00,1.50,2.50,10.00,2.50,0.00,1.75,2.25,1.60
7252,Consumer,Price,0.9650,1.0000,1.1500,1.5100,1.8200,0.6300,0.5300,0.5300,0.4400,0.4600
7252,Consumer,P/E,9.53,86.80,14.64,11.04,7.49,5.38,132.50,0.00,3.98,6.07
7252,Consumer,DY,3.11,0.00,1.30,1.66,5.49,3.97,0.00,0.00,5.11,3.48
2828,Consumer,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
2828,Consumer,NP,"31,108","27,062","26,610","12,250","-2,562",-529,"658,651","40,094","38,528","20,975"
2828,Consumer,Div,"16,200","12,960","8,100",-,-,-,"653,198","17,042","15,621","9,087"
2828,Consumer,Div Payout,52.08 %,47.89 %,30.44 %,- %,- %,- %,99.17 %,42.51 %,40.55 %,43.33 %
2828,Consumer,NOSH,"162,000","162,000","162,000","162,000","145,507","142,000","142,000","142,023","142,016","129,826"
2828,Consumer,NP Margin,1.73 %,1.77 %,2.94 %,3.28 %,-2.48 %,-1.35 %,"1,612.65 %",91.42 %,7.45 %,5.75 %
2828,Consumer,ROE,14.77 %,14.04 %,15.35 %,8.31 %,-2.12 %,-0.46 %,565.66 %,21.23 %,23.80 %,17.37 %
2828,Consumer,EPS,19.20,16.70,16.43,7.56,-1.76,-0.37,463.84,28.24,27.13,16.15
2828,Consumer,EPS GR,  14.97%  ,  1.64%  ,  117.33%  ,  529.55%  ,  -375.68%  ,  -100.08%  ,"  1,542.49%  ",  4.09%  ,  67.99%  ,  -  
2828,Consumer,DPS,10.00,8.00,5.00,0.00,0.00,0.00,460.00,12.00,11.00,7.00
2828,Consumer,Price,1.8400,2.3400,2.5500,2.4400,1.0800,1.0000,1.2000,3.2900,2.7200,1.0600
2828,Consumer,P/E,9.58,14.01,15.52,32.27,-61.34,-268.43,0.26,11.65,10.03,6.56
2828,Consumer,DY,5.43,3.42,1.96,0.00,0.00,0.00,383.33,3.65,4.04,6.60
5141,Energy,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5141,Energy,NP,"164,223","-143,933","54,543","171,562","181,076","149,294","130,227","85,945","67,990","44,785"
5141,Energy,Div,-,-,-,-,"58,678","57,424","70,127","53,044","17,595","17,593"
5141,Energy,Div Payout,- %,- %,- %,- %,32.41 %,38.46 %,53.85 %,61.72 %,25.88 %,39.28 %
5141,Energy,NOSH,"964,809","964,810","877,476","877,106","838,267","675,578","701,276","530,442","351,915","351,867"
5141,Energy,NP Margin,15.79 %,-21.89 %,7.62 %,21.82 %,20.65 %,26.58 %,25.45 %,21.74 %,26.65 %,22.74 %
5141,Energy,ROE,14.55 %,-15.22 %,4.29 %,14.38 %,18.46 %,27.28 %,17.04 %,17.06 %,18.23 %,13.83 %
5141,Energy,EPS,17.02,-15.36,6.22,19.56,21.95,18.11,18.57,15.67,19.32,12.72
5141,Energy,EPS GR,  210.81%  ,  -346.95%  ,  -68.20%  ,  -10.89%  ,  21.20%  ,  -2.48%  ,  18.51%  ,  -18.89%  ,  51.89%  ,  -  
5141,Energy,DPS,0.00,0.00,0.00,0.00,7.00,8.50,10.00,10.00,5.00,5.00
5141,Energy,Price,0.5400,0.6800,0.9800,1.4000,2.9000,5.7900,2.3800,1.8300,2.2800,1.3800
5141,Energy,P/E,3.17,-4.56,15.77,7.16,13.43,26.20,12.82,11.29,11.80,10.84
5141,Energy,DY,0.00,0.00,0.00,0.00,2.41,1.47,4.20,5.46,2.19,3.62
2739,Energy,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
2739,Energy,NP,"29,595","80,807","-227,459","-279,249","1,998","15,344","-82,861","-9,614","6,406","-20,635"
2739,Energy,Div,-,-,-,-,-,-,-,-,"2,022",-
2739,Energy,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,31.58 %,- %
2739,Energy,NOSH,"1,122,308","1,122,308","1,122,308","1,122,308","1,122,308","1,122,308","1,122,308","1,122,308","1,123,859","1,121,467"
2739,Energy,NP Margin,2.97 %,9.06 %,-543.20 %,-103.10 %,0.18 %,1.18 %,-6.19 %,-0.63 %,0.46 %,-1.61 %
2739,Energy,ROE,7.76 %,22.50 %,-77.96 %,-50.78 %,0.27 %,2.21 %,-13.42 %,-1.34 %,0.92 %,-2.83 %
2739,Energy,EPS,2.64,7.20,-20.27,-24.88,0.18,1.37,-7.38,-0.86,0.57,-1.84
2739,Energy,EPS GR,  -63.33%  ,  135.52%  ,  18.53%  ,"  -13,922.22%  ",  -86.86%  ,  118.56%  ,  -758.14%  ,  -250.88%  ,  130.98%  ,  -  
2739,Energy,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00
2739,Energy,Price,0.1500,0.3900,0.0250,0.0600,0.1100,0.1350,0.1400,0.2500,0.3400,0.5000
2739,Energy,P/E,5.69,5.42,-0.12,-0.24,61.79,9.87,-1.90,-29.18,59.65,-27.17
2739,Energy,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00
5199,Energy,Year End,30/06/18,30/06/17,30/06/16,30/06/15,31/12/14,31/12/13,31/12/12,31/03/12,31/03/11,
5199,Energy,NP,"203,712","106,097","-59,960","-65,250","-28,901","14,496","-6,558","-4,884","-1,194",
5199,Energy,Div,-,-,-,-,-,-,-,-,-,
5199,Energy,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,
5199,Energy,NOSH,"1,588,228","1,412,742","1,061,238","921,344","694,735","463,167","437,187","16,280,000",20,
5199,Energy,NP Margin,51.66 %,40.61 %,-73.40 %,-919.27 %,-221.67 %,92.58 %,-105.72 %,-61.35 %,"-7,960.00 %",
5199,Energy,ROE,20.36 %,14.73 %,-12.56 %,-12.88 %,-7.30 %,4.29 %,-2.73 %,-0.05 %,- %,
5199,Energy,EPS,13.19,7.51,-5.66,-7.40,-4.16,3.17,-1.50,-0.03,"-5,969.00",
5199,Energy,EPS GR,  75.63%  ,  232.69%  ,  23.51%  ,  -77.88%  ,  -231.23%  ,  311.33%  ,"  -4,900.00%  ",  100.00%  ,  -  ,
5199,Energy,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5199,Energy,Price,0.8850,0.4100,0.1800,0.7450,0.8500,1.7500,1.4100,1.6500,0.0000,
5199,Energy,P/E,6.90,5.46,-3.19,-10.52,-20.43,55.92,-94.00,"-5,500.00",0.00,
5199,Energy,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3042,Energy,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
3042,Energy,NP,"224,540","405,173","237,551","221,483","-64,478","-64,246","98,171","153,375","268,579","145,518"
3042,Energy,Div,"54,000","67,500","59,400","54,000",-,"37,800","37,758","37,799","37,790",323
3042,Energy,Div Payout,24.05 %,16.66 %,25.01 %,24.38 %,- %,- %,38.46 %,24.64 %,14.07 %,0.22 %
3042,Energy,NOSH,"270,000","270,000","270,000","270,000","270,000","270,000","270,000","269,992","269,928","269,977"
3042,Energy,NP Margin,1.86 %,3.91 %,3.12 %,2.71 %,-0.59 %,-0.58 %,0.85 %,1.36 %,3.19 %,1.81 %
3042,Energy,ROE,13.46 %,26.80 %,20.41 %,22.57 %,-8.51 %,-7.46 %,10.28 %,17.27 %,35.41 %,28.37 %
3042,Energy,EPS,83.20,150.10,87.98,81.70,-23.90,-23.80,36.40,56.80,99.50,53.90
3042,Energy,EPS GR,  -44.57%  ,  70.61%  ,  7.69%  ,  441.84%  ,  -0.42%  ,  -165.38%  ,  -35.92%  ,  -42.91%  ,  84.60%  ,  -  
3042,Energy,DPS,20.00,25.00,22.00,20.00,0.00,14.00,14.00,14.00,14.00,0.12
3042,Energy,Price,6.2700,13.5400,4.1500,5.0000,2.5900,3.0000,2.8800,3.5400,2.7400,2.5800
3042,Energy,P/E,7.54,9.02,4.72,6.10,-10.92,-12.61,7.90,6.23,2.75,4.79
3042,Energy,DY,3.19,1.85,5.30,4.00,0.00,4.67,4.86,3.95,5.11,0.05
5142,Energy,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5142,Energy,NP,"64,797","113,021","-228,302","9,453","125,565","32,324","52,538","110,374","55,981","121,322"
5142,Energy,Div,-,-,"3,863","23,246","43,742","39,249","53,910","46,476","34,274","56,637"
5142,Energy,Div Payout,- %,- %,- %,245.92 %,34.84 %,121.42 %,102.61 %,42.11 %,61.22 %,46.68 %
5142,Energy,NOSH,"770,676","772,791","772,701","774,888","771,473","769,589","770,147","774,603","761,646","759,211"
5142,Energy,NP Margin,2.02 %,4.60 %,-18.37 %,-0.65 %,6.03 %,1.81 %,3.11 %,6.95 %,4.26 %,10.57 %
5142,Energy,ROE,6.78 %,12.61 %,-29.55 %,0.84 %,11.71 %,3.28 %,5.33 %,10.71 %,5.74 %,12.29 %
5142,Energy,EPS,8.39,14.63,-29.54,1.22,16.26,4.20,6.86,14.48,7.35,15.98
5142,Energy,EPS GR,  -42.65%  ,  149.53%  ,"  -2,521.31%  ",  -92.50%  ,  287.14%  ,  -38.78%  ,  -52.62%  ,  97.01%  ,  -54.01%  ,  -  
5142,Energy,DPS,0.00,0.00,0.50,3.00,5.67,5.10,7.00,6.00,4.50,7.46
5142,Energy,Price,0.6350,1.1100,0.8050,0.9550,1.2100,1.6500,1.6500,2.0700,2.0700,2.3500
5142,Energy,P/E,7.55,7.59,-2.72,78.28,7.43,39.28,24.19,14.53,28.16,14.71
5142,Energy,DY,0.00,0.00,0.62,3.14,4.69,3.09,4.24,2.90,2.17,3.17
9296,Finance,Year End,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,31/03/09
9296,Finance,NP,"88,681","78,949","39,571","26,816","3,124","9,719","101,355","104,257","81,094","66,555"
9296,Finance,Div,"23,937","9,901","179,868","17,719","17,355","17,564","11,739","11,731","13,238","7,102"
9296,Finance,Div Payout,26.99 %,12.54 %,454.55 %,66.08 %,555.56 %,180.72 %,11.58 %,11.25 %,16.32 %,10.67 %
9296,Finance,NOSH,"341,970","330,054","1,284,772","1,181,321","1,157,036","1,170,963","782,664","782,123","756,473","710,298"
9296,Finance,NP Margin,36.06 %,35.35 %,24.37 %,27.60 %,9.61 %,5.79 %,44.09 %,38.67 %,31.73 %,30.90 %
9296,Finance,ROE,17.06 %,18.26 %,8.80 %,5.16 %,0.49 %,1.48 %,19.04 %,23.39 %,19.85 %,22.31 %
9296,Finance,EPS,26.03,23.92,3.08,2.27,0.27,0.83,12.95,13.33,10.72,9.37
9296,Finance,EPS GR,  8.82%  ,  676.62%  ,  35.68%  ,  740.74%  ,  -67.47%  ,  -93.59%  ,  -2.85%  ,  24.35%  ,  14.41%  ,  -  
9296,Finance,DPS,7.00,3.00,14.00,1.50,1.50,1.50,1.50,1.50,1.75,1.00
9296,Finance,Price,1.2300,1.7800,0.2850,0.3150,0.2800,0.2700,0.3200,0.3600,0.4400,0.2500
9296,Finance,P/E,4.74,7.44,9.25,13.88,103.70,32.53,2.47,2.70,4.10,2.67
9296,Finance,DY,5.69,1.69,49.12,4.76,5.36,5.56,4.69,4.17,3.98,4.00
2186,Finance,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
2186,Finance,NP,"51,828","44,879","-44,980","23,681","55,399","46,678","-14,353","-4,965","69,053","-80,798"
2186,Finance,Div,-,-,-,-,-,-,-,-,-,-
2186,Finance,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
2186,Finance,NOSH,"123,747","123,747","123,747","123,774","123,747","120,703","120,703","121,097","120,722","120,774"
2186,Finance,NP Margin,665.83 %,764.55 %,-650.56 %,407.87 %,982.95 %,794.93 %,-387.71 %,-139.74 %,"1,751.73 %","-2,637.01 %"
2186,Finance,ROE,9.46 %,8.49 %,-9.80 %,4.97 %,14.56 %,14.56 %,-5.24 %,-1.74 %,24.31 %,-35.74 %
2186,Finance,EPS,41.88,36.27,-36.35,19.14,45.14,38.70,-11.90,-4.10,57.20,-66.90
2186,Finance,EPS GR,  15.47%  ,  199.78%  ,  -289.92%  ,  -57.60%  ,  16.64%  ,  425.21%  ,  -190.24%  ,  -107.17%  ,  185.50%  ,  -  
2186,Finance,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2186,Finance,Price,2.1500,1.2400,1.1700,1.3300,1.4600,1.1600,0.8700,1.0500,0.8100,0.6900
2186,Finance,P/E,5.13,3.42,-3.22,6.95,3.26,3.00,-7.32,-25.61,1.42,-1.03
2186,Finance,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6459,Finance,Year End,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,31/03/09
6459,Finance,NP,"136,787","71,170","-38,829","139,148","155,986","112,665","87,187","122,942","48,167","26,288"
6459,Finance,Div,-,-,-,-,-,-,-,-,-,"21,202"
6459,Finance,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,80.66 %
6459,Finance,NOSH,"319,604","257,460","212,936","212,969","213,093","213,151","212,944","213,024","213,492","212,028"
6459,Finance,NP Margin,5.53 %,2.81 %,-1.54 %,5.83 %,6.54 %,4.89 %,4.32 %,8.40 %,3.58 %,2.24 %
6459,Finance,ROE,8.94 %,6.23 %,-2.92 %,10.32 %,12.75 %,9.95 %,8.24 %,12.31 %,4.82 %,2.94 %
6459,Finance,EPS,42.80,27.60,-18.20,65.30,73.20,52.90,40.90,57.70,22.60,12.30
6459,Finance,EPS GR,  55.07%  ,  251.65%  ,  -127.87%  ,  -10.79%  ,  38.37%  ,  29.34%  ,  -29.12%  ,  155.31%  ,  83.74%  ,  -  
6459,Finance,DPS,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,10.00
6459,Finance,Price,2.6400,2.4300,2.8600,3.5800,3.7200,2.9400,2.6200,2.6300,3.0400,2.7500
6459,Finance,P/E,6.17,8.79,-15.68,5.48,5.08,5.56,6.40,4.56,13.47,22.18
6459,Finance,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64
3379,Finance,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
3379,Finance,NP,"90,517","180,888","77,376","91,129","160,404","62,041","12,601","103,034","53,312","51,905"
3379,Finance,Div,"6,630","6,630","6,631","6,635","6,655","8,831",-,-,-,-
3379,Finance,Div Payout,7.32 %,3.67 %,8.57 %,7.28 %,4.15 %,14.23 %,- %,- %,- %,- %
3379,Finance,NOSH,"663,007","663,007","663,101","663,527","665,582","679,342","684,438","685,679","674,985","612,809"
3379,Finance,NP Margin,26.48 %,51.88 %,28.59 %,22.73 %,58.11 %,21.68 %,4.55 %,43.40 %,14.39 %,23.61 %
3379,Finance,ROE,5.48 %,11.66 %,5.72 %,7.19 %,13.39 %,5.93 %,1.32 %,10.89 %,6.47 %,7.30 %
3379,Finance,EPS,13.65,27.28,11.67,13.73,24.10,9.14,1.84,15.02,7.89,8.47
3379,Finance,EPS GR,  -49.96%  ,  133.76%  ,  -15.00%  ,  -43.03%  ,  163.68%  ,  396.74%  ,  -87.75%  ,  90.37%  ,  -6.85%  ,  -  
3379,Finance,DPS,1.00,1.00,1.00,1.00,1.00,1.30,0.00,0.00,0.00,0.00
3379,Finance,Price,0.8750,1.0700,0.6450,0.8200,1.1900,0.5000,0.4100,0.5000,0.4800,0.4100
3379,Finance,P/E,6.41,3.92,5.53,5.97,4.94,5.47,22.27,3.33,6.08,4.84
